集計年,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2013,N,生活関連サービス業，娯楽業,25～29歳,21.8194,26.1338,287.9667
2013,N,生活関連サービス業，娯楽業,30～34歳,25.7906,40.4614,349.9482
2013,N,生活関連サービス業，娯楽業,35～39歳,27.9932,48.8538,384.7717
2013,N,生活関連サービス業，娯楽業,40～44歳,30.0798,57.1176,418.0754
2013,N,生活関連サービス業，娯楽業,45～49歳,29.8232,56.1351,414.0138
2013,N,生活関連サービス業，娯楽業,50～54歳,29.6916,53.8048,410.1044
2013,N,生活関連サービス業，娯楽業,55～59歳,27.9953,50.64,386.584
2013,N,生活関連サービス業，娯楽業,60～64歳,21.7982,23.1265,284.7047
2013,N,生活関連サービス業，娯楽業,65～69歳,20.6364,14.5685,262.2055
2013,N,生活関連サービス業，娯楽業,70歳～,18.0772,12.3768,229.3032
2013,O,教育，学習支援業,年齢計,38.5481,134.674,597.2515
2013,O,教育，学習支援業,～19歳,15.0508,5.5608,186.1706
2013,O,教育，学習支援業,20～24歳,19.9046,35.5969,274.452
2013,O,教育，学習支援業,25～29歳,23.6803,62.2534,346.4174
2013,O,教育，学習支援業,30～34歳,29.0106,83.2932,431.4202
2013,O,教育，学習支援業,35～39歳,34.6163,109.7141,525.1098
2013,O,教育，学習支援業,40～44歳,39.7856,142.6801,620.1075
2013,O,教育，学習支援業,45～49歳,44.5449,164.4981,699.0367
2013,O,教育，学習支援業,50～54歳,48.9278,188.3851,775.519
2013,O,教育，学習支援業,55～59歳,51.4061,203.6779,820.5512
2013,O,教育，学習支援業,60～64歳,50.1476,203.1912,804.9629
2013,O,教育，学習支援業,65～69歳,48.7346,179.2108,764.0265
2013,O,教育，学習支援業,70歳～,38.2975,104.8578,564.4277
2013,P,医療，福祉,年齢計,27.2837,64.2642,391.6682
2013,P,医療，福祉,～19歳,16.4786,11.149,208.8917
2013,P,医療，福祉,20～24歳,20.2396,34.4159,277.2916
2013,P,医療，福祉,25～29歳,23.0231,54.8159,331.0929
2013,P,医療，福祉,30～34歳,25.3383,61.863,365.9222
2013,P,医療，福祉,35～39歳,27.9497,69.242,404.6378
2013,P,医療，福祉,40～44歳,29.0893,72.2896,421.3617
2013,P,医療，福祉,45～49歳,30.471,75.2099,440.8624
2013,P,医療，福祉,50～54歳,31.1167,79.3508,452.751
2013,P,医療，福祉,55～59歳,32.4336,84.6295,473.8325
2013,P,医療，福祉,60～64歳,29.6708,53.8833,409.9334
2013,P,医療，福祉,65～69歳,35.7043,52.0192,480.471
2013,P,医療，福祉,70歳～,37.0265,53.7368,498.0544
2013,Q,複合サービス事業,年齢計,28.8529,88.3822,434.6167
2013,Q,複合サービス事業,～19歳,15.084,13.4592,194.4668
2013,Q,複合サービス事業,20～24歳,18.2094,41.7816,260.2944
2013,Q,複合サービス事業,25～29歳,20.9113,59.5324,310.4677
2013,Q,複合サービス事業,30～34歳,23.9585,71.6367,359.1382
2013,Q,複合サービス事業,35～39歳,28.5669,90.7387,433.542
2013,Q,複合サービス事業,40～44歳,31.3811,101.4869,478.0597
2013,Q,複合サービス事業,45～49歳,34.104,110.6512,519.8992
2013,Q,複合サービス事業,50～54歳,35.9458,115.6332,546.9826
2013,Q,複合サービス事業,55～59歳,36.7622,118.3815,559.5276
2013,Q,複合サービス事業,60～64歳,21.7063,34.1624,294.638
2013,Q,複合サービス事業,65～69歳,17.9664,17.6547,233.2515
2013,Q,複合サービス事業,70歳～,19.8081,38.4688,276.1663
2013,R,サービス業（他に分類されないもの）,年齢計,24.9162,49.2658,348.2597
2013,R,サービス業（他に分類されないもの）,～19歳,16.6334,7.0172,206.6182
2013,R,サービス業（他に分類されないもの）,20～24歳,18.6175,20.9128,244.3233
2013,R,サービス業（他に分類されないもの）,25～29歳,20.8856,33.1078,283.7351
2013,R,サービス業（他に分類されないもの）,30～34歳,22.9617,41.6752,317.2158
2013,R,サービス業（他に分類されないもの）,35～39歳,25.442,53.397,358.7011
2013,R,サービス業（他に分類されないもの）,40～44歳,27.3058,60.0111,387.681
2013,R,サービス業（他に分類されないもの）,45～49歳,28.6671,65.7898,409.795
2013,R,サービス業（他に分類されないもの）,50～54歳,29.0859,68.5332,417.564
2013,R,サービス業（他に分類されないもの）,55～59歳,28.8734,67.4052,413.886
2013,R,サービス業（他に分類されないもの）,60～64歳,22.0501,33.412,298.0128
2013,R,サービス業（他に分類されないもの）,65～69歳,18.589,13.7926,236.861
2013,R,サービス業（他に分類されないもの）,70歳～,17.537,9.5207,219.9643
2014,C,鉱業，採石業，砂利採取業,年齢計,30.8752,100.2228,470.7256
2014,C,鉱業，採石業，砂利採取業,～19歳,17.015,21.5313,225.7113
2014,C,鉱業，採石業，砂利採取業,20～24歳,21.1765,58.7647,312.8831
2014,C,鉱業，採石業，砂利採取業,25～29歳,25.4314,95.3069,400.4834
2014,C,鉱業，採石業，砂利採取業,30～34歳,27.4678,90.3812,419.9951
2014,C,鉱業，採石業，砂利採取業,35～39歳,29.7394,101.5301,458.4029
2014,C,鉱業，採石業，砂利採取業,40～44歳,30.7479,98.7867,467.7617
2014,C,鉱業，採石業，砂利採取業,45～49歳,35.4016,128.6564,553.4751
2014,C,鉱業，採石業，砂利採取業,50～54歳,35.7204,126.1644,554.8091
2014,C,鉱業，採石業，砂利採取業,55～59歳,35.9961,121.938,553.8918
2014,C,鉱業，採石業，砂利採取業,60～64歳,26.3244,61.9398,377.8325
2014,C,鉱業，採石業，砂利採取業,65～69歳,24.2293,25.2798,316.031
2014,C,鉱業，採石業，砂利採取業,70歳～,25.1363,16.5713,318.2063
2014,D,建設業,年齢計,31.9691,79.5296,463.1594
2014,D,建設業,～19歳,17.3328,9.9701,217.9643
2014,D,建設業,20～24歳,20.5781,36.0197,282.9571
2014,D,建設業,25～29歳,23.8516,62.0867,348.3057
2014,D,建設業,30～34歳,27.062,70.6581,395.4022
2014,D,建設業,35～39歳,30.587,80.1702,447.2139
2014,D,建設業,40～44歳,34.1148,93.6135,502.9907
2014,D,建設業,45～49歳,37.4226,103.0585,552.1298
2014,D,建設業,50～54歳,39.1456,108.2727,578.0204
2014,D,建設業,55～59歳,39.184,99.6257,569.8339
2014,D,建設業,60～64歳,30.6495,53.6724,421.4669
2014,D,建設業,65～69歳,26.8029,29.141,350.7758
2014,D,建設業,70歳～,23.3198,18.0369,297.8748
2014,E,製造業,年齢計,29.1393,92.1344,441.8058
2014,E,製造業,～19歳,17.0208,14.3426,218.5922
2014,E,製造業,20～24歳,19.2459,45.3043,276.2547
2014,E,製造業,25～29歳,22.2325,64.1305,330.9204
2014,E,製造業,30～34歳,25.3985,78.5383,383.3204
2014,E,製造業,35～39歳,28.1117,89.4982,426.8382
2014,E,製造業,40～44歳,31.4656,104.7935,482.3812
2014,E,製造業,45～49歳,34.8353,119.9574,537.9809
2014,E,製造業,50～54歳,36.959,131.6211,575.1287
2014,E,製造業,55～59歳,35.6021,120.3243,547.5497
2014,E,製造業,60～64歳,23.5976,52.6822,335.8536
2014,E,製造業,65～69歳,23.2398,29.0833,307.9615
2014,E,製造業,70歳～,22.8072,19.8762,293.563
2014,F,電気・ガス・熱供給・水道業,年齢計,41.0861,94.2997,587.3325
2014,F,電気・ガス・熱供給・水道業,～19歳,17.5262,18.1076,228.4215
2014,F,電気・ガス・熱供給・水道業,20～24歳,20.8167,44.5998,294.3997
2014,F,電気・ガス・熱供給・水道業,25～29歳,26.1858,61.3133,375.5431
2014,F,電気・ガス・熱供給・水道業,30～34歳,32.5759,80.0635,470.974
2014,F,電気・ガス・熱供給・水道業,35～39歳,37.8172,85.8699,539.6758
2014,F,電気・ガス・熱供給・水道業,40～44歳,43.9302,98.552,625.714
2014,F,電気・ガス・熱供給・水道業,45～49歳,50.4207,110.7728,715.8208
2014,F,電気・ガス・熱供給・水道業,50～54歳,54.2005,126.5328,776.9389
2014,F,電気・ガス・熱供給・水道業,55～59歳,51.9343,123.718,746.93
2014,F,電気・ガス・熱供給・水道業,60～64歳,27.3972,84.3815,413.1483
2014,F,電気・ガス・熱供給・水道業,65～69歳,27.5028,49.7682,379.8023
2014,F,電気・ガス・熱供給・水道業,70歳～,21.825,40.537,302.437
2014,G,情報通信業,年齢計,36.338,113.3439,549.3998
2014,G,情報通信業,～19歳,17.0743,4.9457,209.837
2014,G,情報通信業,20～24歳,21.9239,26.5465,289.6329
2014,G,情報通信業,25～29歳,25.5327,68.0672,374.4595
2014,G,情報通信業,30～34歳,29.7866,83.19,440.6292
2014,G,情報通信業,35～39歳,35.2803,108.3039,531.6675
2014,G,情報通信業,40～44歳,40.3673,131.4868,615.894
2014,G,情報通信業,45～49歳,46.2954,167.2966,722.8413
2014,G,情報通信業,50～54歳,50.9339,179.0798,790.2865
2014,G,情報通信業,55～59歳,50.5782,183.5959,790.5342
2014,G,情報通信業,60～64歳,32.8708,76.2284,470.6786
2014,G,情報通信業,65～69歳,34.314,53.9133,465.6816
2014,G,情報通信業,70歳～,31.1087,42.98,416.284
2014,H,運輸業，郵便業,年齢計,26.7817,60.6921,382.0719
2014,H,運輸業，郵便業,～19歳,17.0326,11.591,215.9823
2014,H,運輸業，郵便業,20～24歳,20.3561,44.7663,289.0395
2014,H,運輸業，郵便業,25～29歳,22.7119,60.4524,332.9956
2014,H,運輸業，郵便業,30～34歳,25.2515,62.3911,365.4097
2014,H,運輸業，郵便業,35～39歳,26.8866,59.5814,382.2203
2014,H,運輸業，郵便業,40～44歳,28.4228,63.9519,405.0261
2014,H,運輸業，郵便業,45～49歳,29.4331,67.9927,421.1905
2014,H,運輸業，郵便業,50～54歳,31.1666,82.1938,456.1932
2014,H,運輸業，郵便業,55～59歳,28.8726,73.6012,420.0725
2014,H,運輸業，郵便業,60～64歳,22.1612,28.0364,293.9713
2014,H,運輸業，郵便業,65～69歳,19.6379,13.3846,249.0395
2014,H,運輸業，郵便業,70歳～,20.3209,14.2841,258.1345
2014,I,卸売業，小売業,年齢計,30.5235,87.5972,453.8791
2014,I,卸売業，小売業,～19歳,16.3452,7.5318,203.6743
2014,I,卸売業，小売業,20～24歳,19.4429,28.2005,261.5151
2014,I,卸売業，小売業,25～29歳,22.7647,58.7699,331.9465
2014,I,卸売業，小売業,30～34歳,26.1502,73.4096,387.2118
2014,I,卸売業，小売業,35～39歳,30.2904,87.7431,451.2282
2014,I,卸売業，小売業,40～44歳,33.8036,105.1063,510.749
2014,I,卸売業，小売業,45～49歳,37.3466,120.7988,568.9583
2014,I,卸売業，小売業,50～54歳,38.8449,127.0151,593.1536
2014,I,卸売業，小売業,55～59歳,37.9472,116.6286,571.9949
2014,I,卸売業，小売業,60～64歳,26.1254,51.4197,364.9249
2014,I,卸売業，小売業,65～69歳,24.7244,26.9102,323.6029
2014,I,卸売業，小売業,70歳～,24.8393,22.1219,320.1931
2014,J,金融業，保険業,年齢計,36.8461,137.7569,579.9099
2014,J,金融業，保険業,～19歳,15.3578,13.2831,197.5767
2014,J,金融業，保険業,20～24歳,20.7377,38.1847,287.0376
2014,J,金融業，保険業,25～29歳,25.1594,99.5665,401.4797
2014,J,金融業，保険業,30～34歳,30.1957,118.7192,481.0678
2014,J,金融業，保険業,35～39歳,37.277,139.4189,586.7426
2014,J,金融業，保険業,40～44歳,40.8497,161.4468,651.6433
2014,J,金融業，保険業,45～49歳,47.0412,192.4484,756.9424
2014,J,金融業，保険業,50～54歳,47.6387,185.8421,757.5067
2014,J,金融業，保険業,55～59歳,43.0926,148.7378,665.8491
2014,J,金融業，保険業,60～64歳,31.0123,97.242,469.3901
2014,J,金融業，保険業,65～69歳,34.5314,82.5127,496.8894
2014,J,金融業，保険業,70歳～,34.2453,70.7548,481.6982
2014,K,不動産業，物品賃貸業,年齢計,32.0988,87.9253,473.1107
2014,K,不動産業，物品賃貸業,～19歳,16.9165,4.3404,207.3389
2014,K,不動産業，物品賃貸業,20～24歳,20.8836,29.0078,279.6112
2014,K,不動産業，物品賃貸業,25～29歳,24.2701,68.13,359.3712
2014,K,不動産業，物品賃貸業,30～34歳,28.7601,84.4072,429.5289
2014,K,不動産業，物品賃貸業,35～39歳,32.45,94.1984,483.5986
2014,K,不動産業，物品賃貸業,40～44歳,37.0539,112.4076,557.0544
2014,K,不動産業，物品賃貸業,45～49歳,41.2857,133.871,629.2997
2014,K,不動産業，物品賃貸業,50～54歳,41.4341,119.2472,616.4566
2014,K,不動産業，物品賃貸業,55～59歳,39.0631,105.8384,574.5955
2014,K,不動産業，物品賃貸業,60～64歳,26.8475,45.7397,367.9099
2014,K,不動産業，物品賃貸業,65～69歳,20.0773,15.7017,256.6297
2014,K,不動産業，物品賃貸業,70歳～,20.5107,16.8478,262.9761
2014,L,学術研究，専門・技術サービス業,年齢計,36.9787,128.617,572.3618
2014,L,学術研究，専門・技術サービス業,～19歳,17.2217,13.7293,220.39
2014,L,学術研究，専門・技術サービス業,20～24歳,21.1595,33.5526,287.4672
2014,L,学術研究，専門・技術サービス業,25～29歳,25.4646,76.3978,381.9727
2014,L,学術研究，専門・技術サービス業,30～34歳,30.3851,100.5596,465.1809
2014,L,学術研究，専門・技術サービス業,35～39歳,35.5937,125.3188,552.4427
2014,L,学術研究，専門・技術サービス業,40～44歳,39.1394,148.0687,617.7412
2014,L,学術研究，専門・技術サービス業,45～49歳,45.1006,172.96,714.1676
2014,L,学術研究，専門・技術サービス業,50～54歳,48.6694,185.7932,769.8256
2014,L,学術研究，専門・技術サービス業,55～59歳,50.1094,190.49,791.8033
2014,L,学術研究，専門・技術サービス業,60～64歳,36.5666,93.9024,532.7016
2014,L,学術研究，専門・技術サービス業,65～69歳,34.6781,75.2263,491.3639
2014,L,学術研究，専門・技術サービス業,70歳～,27.8237,68.1246,402.0094
2014,M,宿泊業，飲食サービス業,年齢計,24.2071,32.8029,323.2885
2014,M,宿泊業，飲食サービス業,～19歳,15.8751,3.0763,193.5781
2014,M,宿泊業，飲食サービス業,20～24歳,17.8591,12.8451,227.1538
2014,M,宿泊業，飲食サービス業,25～29歳,20.6002,25.07,272.2728
2014,M,宿泊業，飲食サービス業,30～34歳,23.5371,32.268,314.7132
2014,M,宿泊業，飲食サービス業,35～39歳,26.1022,41.232,354.4578
2014,M,宿泊業，飲食サービス業,40～44歳,27.7328,45.1334,377.9272
2014,M,宿泊業，飲食サービス業,45～49歳,28.8669,47.9319,394.335
2014,M,宿泊業，飲食サービス業,50～54歳,29.0453,51.276,399.819
2014,M,宿泊業，飲食サービス業,55～59歳,26.5136,33.5023,351.6652
2014,M,宿泊業，飲食サービス業,60～64歳,21.0211,13.8851,266.1386
2014,M,宿泊業，飲食サービス業,65～69歳,18.8065,8.6325,234.311
2014,M,宿泊業，飲食サービス業,70歳～,18.1408,6.638,224.328
2014,N,生活関連サービス業，娯楽業,年齢計,25.754,43.132,352.1795
2014,N,生活関連サービス業，娯楽業,～19歳,16.8312,3.6661,205.6409
2014,N,生活関連サービス業，娯楽業,20～24歳,18.9036,12.8306,239.6738
2014,N,生活関連サービス業，娯楽業,25～29歳,21.8824,29.4698,292.0592
2014,N,生活関連サービス業，娯楽業,30～34歳,25.2378,41.3358,344.1898
2014,N,生活関連サービス業，娯楽業,35～39歳,27.8785,51.9331,386.475
2014,N,生活関連サービス業，娯楽業,40～44歳,30.4318,62.128,427.31
2014,N,生活関連サービス業，娯楽業,45～49歳,31.5669,68.8635,447.6667
2014,N,生活関連サービス業，娯楽業,50～54歳,29.9137,60.4044,419.3682
2014,N,生活関連サービス業，娯楽業,55～59歳,28.9683,58.2101,405.8291
2014,N,生活関連サービス業，娯楽業,60～64歳,21.6733,22.4724,282.5516
2014,N,生活関連サービス業，娯楽業,65～69歳,19.8533,14.1016,252.3414
2014,N,生活関連サービス業，娯楽業,70歳～,22.6406,10.2742,281.9616
2014,O,教育，学習支援業,年齢計,38.3696,135.7607,596.1962
2014,O,教育，学習支援業,～19歳,15.4456,8.6529,193.9995
2014,O,教育，学習支援業,20～24歳,20.4935,37.3888,283.3104
2014,O,教育，学習支援業,25～29歳,24.3752,66.2889,358.7912
2014,O,教育，学習支援業,30～34歳,30.1149,88.2424,449.6212
2014,O,教育，学習支援業,35～39歳,35.0368,111.5305,531.9721
2014,O,教育，学習支援業,40～44歳,39.7405,144.3763,621.2618
2014,O,教育，学習支援業,45～49歳,44.3212,168.8602,700.7142
2014,O,教育，学習支援業,50～54歳,48.2917,189.4132,768.913
2014,O,教育，学習支援業,55～59歳,51.752,205.8943,826.9178
2014,O,教育，学習支援業,60～64歳,47.708,197.1231,769.6191
2014,O,教育，学習支援業,65～69歳,48.634,179.2133,762.8216
2014,O,教育，学習支援業,70歳～,39.4018,123.8211,596.6429
2014,P,医療，福祉,年齢計,27.3643,65.1908,393.5622
2014,P,医療，福祉,～19歳,16.581,10.9462,209.9181
2014,P,医療，福祉,20～24歳,20.1652,34.5911,276.5729
2014,P,医療，福祉,25～29歳,23.0083,55.9481,332.0473
2014,P,医療，福祉,30～34歳,25.3748,60.2963,364.7943
2014,P,医療，福祉,35～39歳,27.6011,67.6087,398.8216
2014,P,医療，福祉,40～44歳,28.9084,72.658,419.5588
2014,P,医療，福祉,45～49歳,30.7308,78.8644,447.6335
2014,P,医療，福祉,50～54歳,31.0877,79.1806,452.233
2014,P,医療，福祉,55～59歳,32.0648,84.405,469.1827
2014,P,医療，福祉,60～64歳,29.3717,58.7341,411.1945
2014,P,医療，福祉,65～69歳,32.9787,40.5637,436.3086
2014,P,医療，福祉,70歳～,41.4084,56.0188,552.9195
2014,Q,複合サービス事業,年齢計,29.6615,89.8247,445.7627
2014,Q,複合サービス事業,～19歳,15.804,17.6352,207.2837
2014,Q,複合サービス事業,20～24歳,18.449,35.3264,256.7148
2014,Q,複合サービス事業,25～29歳,21.4957,56.4254,314.3737
2014,Q,複合サービス事業,30～34歳,24.0272,62.1963,350.5227
2014,Q,複合サービス事業,35～39歳,28.8325,89.3389,435.3289
2014,Q,複合サービス事業,40～44歳,32.4398,108.2297,497.5077
2014,Q,複合サービス事業,45～49歳,34.4404,113.3535,526.6382
2014,Q,複合サービス事業,50～54歳,36.5244,119.7277,558.0201
2014,Q,複合サービス事業,55～59歳,37.0374,120.3179,564.7667
2014,Q,複合サービス事業,60～64歳,22.6874,36.4049,308.6534
2014,Q,複合サービス事業,65～69歳,20.5148,18.209,264.3863
2014,Q,複合サービス事業,70歳～,18.3953,11.844,232.588
2014,R,サービス業（他に分類されないもの）,年齢計,25.7567,52.1644,361.2449
2014,R,サービス業（他に分類されないもの）,～19歳,16.6246,6.4356,205.9303
2014,R,サービス業（他に分類されないもの）,20～24歳,19.2811,21.8329,253.2065
2014,R,サービス業（他に分類されないもの）,25～29歳,21.1829,36.3179,290.5127
2014,R,サービス業（他に分類されないもの）,30～34歳,23.8115,46.3544,332.0921
2014,R,サービス業（他に分類されないもの）,35～39歳,25.9173,56.1405,367.1478
2014,R,サービス業（他に分類されないもの）,40～44歳,27.623,60.5133,391.9889
2014,R,サービス業（他に分類されないもの）,45～49歳,30.0065,70.4014,430.4797
2014,R,サービス業（他に分類されないもの）,50～54歳,30.5372,72.0517,438.498
2014,R,サービス業（他に分類されないもの）,55～59歳,29.9104,69.8328,428.7575
2014,R,サービス業（他に分類されないもの）,60～64歳,22.8198,34.681,308.5189
2014,R,サービス業（他に分類されないもの）,65～69歳,19.8252,17.6638,255.5667
2014,R,サービス業（他に分類されないもの）,70歳～,18.2385,8.5365,227.3989
2015,C,鉱業，採石業，砂利採取業,年齢計,30.892,97.2533,467.9578
2015,C,鉱業，採石業，砂利採取業,～19歳,18.6864,12.2436,236.4807
2015,C,鉱業，採石業，砂利採取業,20～24歳,21.7156,55.8124,316.3996
2015,C,鉱業，採石業，砂利採取業,25～29歳,25.5811,94.6043,401.578
2015,C,鉱業，採石業，砂利採取業,30～34歳,28.3251,91.6682,431.5689
2015,C,鉱業，採石業，砂利採取業,35～39歳,29.9202,97.0048,456.0477
2015,C,鉱業，採石業，砂利採取業,40～44歳,31.0077,103.0769,475.1691
2015,C,鉱業，採石業，砂利採取業,45～49歳,33.044,110.7072,507.2354
2015,C,鉱業，採石業，砂利採取業,50～54歳,37.1189,131.7916,577.2179
2015,C,鉱業，採石業，砂利採取業,55～59歳,34.7407,115.4693,532.3575
2015,C,鉱業，採石業，砂利採取業,60～64歳,27.6685,60.7839,392.8059
2015,C,鉱業，採石業，砂利採取業,65～69歳,27.5468,49.2357,379.7968
2015,C,鉱業，採石業，砂利採取業,70歳～,23.5322,14.8756,297.2622
2015,D,建設業,年齢計,32.802,86.7536,480.3773
2015,D,建設業,～19歳,18.0046,7.4232,223.4787
2015,D,建設業,20～24歳,21.5298,36.4173,294.7747
2015,D,建設業,25～29歳,24.7971,73.0851,370.6501
2015,D,建設業,30～34歳,28.9299,79.3057,426.4645
2015,D,建設業,35～39歳,31.7203,85.6799,466.3237
2015,D,建設業,40～44歳,35.6526,104.4104,532.2413
2015,D,建設業,45～49歳,39.2236,116.4068,587.0903
2015,D,建設業,50～54歳,38.8476,110.8442,577.0156
2015,D,建設業,55～59歳,39.593,107.996,583.1122
2015,D,建設業,60～64歳,31.0468,59.6491,432.2111
2015,D,建設業,65～69歳,27.2924,36.4918,364.0008
2015,D,建設業,70歳～,23.7552,14.2679,299.3309
2015,E,製造業,年齢計,29.383,100.7898,453.3864
2015,E,製造業,～19歳,17.3397,14.7365,222.8135
2015,E,製造業,20～24歳,19.3915,48.109,280.8076
2015,E,製造業,25～29歳,22.5078,70.2871,340.3807
2015,E,製造業,30～34歳,25.7514,87.7928,396.8093
2015,E,製造業,35～39歳,28.3121,97.8997,437.6446
2015,E,製造業,40～44歳,31.6656,114.4739,494.4614
2015,E,製造業,45～49歳,35.0008,133.0074,553.0171
2015,E,製造業,50～54歳,36.9018,141.6064,584.4278
2015,E,製造業,55～59歳,35.8019,127.829,557.4513
2015,E,製造業,60～64歳,24.384,63.8926,356.5006
2015,E,製造業,65～69歳,23.1831,30.2571,308.4549
2015,E,製造業,70歳～,23.6925,30.4893,314.7993
2015,F,電気・ガス・熱供給・水道業,年齢計,41.4684,89.0588,586.6792
2015,F,電気・ガス・熱供給・水道業,～19歳,18.1531,13.8385,231.6754
2015,F,電気・ガス・熱供給・水道業,20～24歳,21.5709,44.7387,303.5892
2015,F,電気・ガス・熱供給・水道業,25～29歳,26.8552,66.8638,389.1266
2015,F,電気・ガス・熱供給・水道業,30～34歳,33.0047,81.5224,477.5793
2015,F,電気・ガス・熱供給・水道業,35～39歳,38.2981,80.5998,540.1766
2015,F,電気・ガス・熱供給・水道業,40～44歳,44.9378,95.3848,634.6384
2015,F,電気・ガス・熱供給・水道業,45～49歳,51.1738,104.0649,718.1506
2015,F,電気・ガス・熱供給・水道業,50～54歳,55.431,110.6623,775.8344
2015,F,電気・ガス・熱供給・水道業,55～59歳,52.4207,118.3921,747.4401
2015,F,電気・ガス・熱供給・水道業,60～64歳,27.6349,79.7565,411.3747
2015,F,電気・ガス・熱供給・水道業,65～69歳,25.3417,45.4363,349.5371
2015,F,電気・ガス・熱供給・水道業,70歳～,25.412,10.61,315.554
2015,G,情報通信業,年齢計,39.0306,128.3961,596.7637
2015,G,情報通信業,～19歳,17.2916,11.7687,219.2675
2015,G,情報通信業,20～24歳,22.3043,28.8926,296.5448
2015,G,情報通信業,25～29歳,26.561,75.6841,394.4165
2015,G,情報通信業,30～34歳,30.6373,94.7198,462.3673
2015,G,情報通信業,35～39歳,37.1641,122.9975,568.967
2015,G,情報通信業,40～44歳,42.9118,149.5516,664.4929
2015,G,情報通信業,45～49歳,49.1862,169.8993,760.1337
2015,G,情報通信業,50～54歳,55.9137,204.6486,875.6134
2015,G,情報通信業,55～59歳,53.5166,195.4063,837.6051
2015,G,情報通信業,60～64歳,29.6482,88.8668,444.6457
2015,G,情報通信業,65～69歳,30.4601,34.4942,400.0158
2015,G,情報通信業,70歳～,31.8661,39.1507,421.5436
2015,H,運輸業，郵便業,年齢計,26.7473,58.6285,379.5958
2015,H,運輸業，郵便業,～19歳,17.8077,11.7587,225.4509
2015,H,運輸業，郵便業,20～24歳,19.6522,39.6825,275.5087
2015,H,運輸業，郵便業,25～29歳,22.9776,58.2567,333.9877
2015,H,運輸業，郵便業,30～34歳,25.672,61.6407,369.7049
2015,H,運輸業，郵便業,35～39歳,27.2067,62.9825,389.4627
2015,H,運輸業，郵便業,40～44歳,28.5168,62.8927,405.0938
2015,H,運輸業，郵便業,45～49歳,29.5678,62.1673,416.9807
2015,H,運輸業，郵便業,50～54歳,29.9418,73.03,432.3312
2015,H,運輸業，郵便業,55～59歳,29.3946,73.9892,426.7243
2015,H,運輸業，郵便業,60～64歳,22.4016,30.4954,299.314
2015,H,運輸業，郵便業,65～69歳,20.0795,22.0068,262.9604
2015,H,運輸業，郵便業,70歳～,19.3808,16.4995,249.0686
2015,I,卸売業，小売業,年齢計,30.5078,91.8299,457.9232
2015,I,卸売業，小売業,～19歳,16.0342,7.6556,200.0663
2015,I,卸売業，小売業,20～24歳,19.7432,29.2259,266.1445
2015,I,卸売業，小売業,25～29歳,22.9358,63.7028,338.9327
2015,I,卸売業，小売業,30～34歳,26.2327,77.3495,392.1425
2015,I,卸売業，小売業,35～39歳,29.7918,88.7738,446.2755
2015,I,卸売業，小売業,40～44歳,33.4765,105.8906,507.6088
2015,I,卸売業，小売業,45～49歳,36.7857,126.3581,567.7864
2015,I,卸売業，小売業,50～54歳,39.1179,136.5526,605.967
2015,I,卸売業，小売業,55～59歳,37.8748,125.3182,579.8158
2015,I,卸売業，小売業,60～64歳,26.395,51.8343,368.574
2015,I,卸売業，小売業,65～69歳,25.138,27.0759,328.7318
2015,I,卸売業，小売業,70歳～,25.4564,23.2879,328.7648
2015,J,金融業，保険業,年齢計,38.0141,150.5383,606.7077
2015,J,金融業，保険業,～19歳,16.5561,15.2466,213.9196
2015,J,金融業，保険業,20～24歳,21.084,38.6966,291.7044
2015,J,金融業，保険業,25～29歳,25.4902,101.4714,407.3541
2015,J,金融業，保険業,30～34歳,32.407,133.7396,522.623
2015,J,金融業，保険業,35～39歳,37.2578,155.9322,603.0259
2015,J,金融業，保険業,40～44歳,41.9238,168.9862,672.0714
2015,J,金融業，保険業,45～49歳,48.3678,210.8055,791.2186
2015,J,金融業，保険業,50～54歳,50.3634,219.7428,824.1033
2015,J,金融業，保険業,55～59歳,43.3578,161.5269,681.8208
2015,J,金融業，保険業,60～64歳,31.6272,86.7228,466.2498
2015,J,金融業，保険業,65～69歳,31.56,79.7062,458.4265
2015,J,金融業，保険業,70歳～,38.1595,96.2618,554.1756
2015,K,不動産業，物品賃貸業,年齢計,32.1672,96.6706,482.6769
2015,K,不動産業，物品賃貸業,～19歳,16.8496,9.2004,211.3959
2015,K,不動産業，物品賃貸業,20～24歳,21.5207,30.5299,288.7777
2015,K,不動産業，物品賃貸業,25～29歳,24.6536,73.4779,369.3217
2015,K,不動産業，物品賃貸業,30～34歳,28.2826,88.5289,427.9195
2015,K,不動産業，物品賃貸業,35～39歳,32.292,102.129,489.6334
2015,K,不動産業，物品賃貸業,40～44歳,36.3929,123.4965,560.2113
2015,K,不動産業，物品賃貸業,45～49歳,39.9193,138.0762,617.1082
2015,K,不動産業，物品賃貸業,50～54歳,42.9393,147.2803,662.5517
2015,K,不動産業，物品賃貸業,55～59歳,40.6494,114.0062,601.7996
2015,K,不動産業，物品賃貸業,60～64歳,26.1326,53.2719,366.8628
2015,K,不動産業，物品賃貸業,65～69歳,21.7817,25.4863,286.8662
2015,K,不動産業，物品賃貸業,70歳～,20.6862,16.5528,264.7876
2015,L,学術研究，専門・技術サービス業,年齢計,36.7934,126.7017,568.222
2015,L,学術研究，専門・技術サービス業,～19歳,17.3772,19.8652,228.3918
